calls_count_in_weekdays,calls_count_out_weekdays,calls_count_in_weekends,calls_count_out_weekends,DATA_VOLUME_WEEKDAYS,DATA_VOLUME_WEEKENDS,sim_count,AVG_ARPU,ROUM,phone_value,car,gender,lifetime,how_long_same_model,ecommerce_score,fb_volume,instagram_volume,intagram_count,viber_volume,youtube_volume,google_volume,gmail_volume,skype_volume,twitter_volume,whatsapp_volume,applemaps_volume,telegram_volume,target,OS_Android,OS_Feature_Phone,OS_iOS,Fuel_Activity_Score,Is_Driver,Gamer_Score,Is_Gamer,Dating_App_User,White_Collar_Worker,Taxi_User,Niche_Social_User,Paid_Content_User,fb_Content_Heaviness,viber_Content_Heaviness,youtube_Content_Heaviness,google_Content_Heaviness,gmail_Content_Heaviness,skype_Content_Heaviness,twitter_Content_Heaviness,whatsapp_Content_Heaviness,applemaps_Content_Heaviness,telegram_Content_Heaviness,Financial_Activity_Score,Bank_Diversity,Has_Privat,Has_Oschad,Has_Alfa,Has_Raiffeisen,Commute_Distance_KM,Is_Big_City,City_Population_Proxy,Raion_Density,Weekend_Calls_Share,Weekend_Data_Share,Avg_Call_Duration_Weekdays,Avg_Call_Duration_Weekends,Digital_Introvert_Score,Brand_Huawei,Brand_Lenovo,Brand_Other,Brand_Samsung,Brand_Xiaomi,SCORING_Numeric,Is_Big_City_WORK,City_Population_Proxy_WORK,Raion_Density_WORK,Oblast_Density_HOME,Oblast_Density_WORK,Tech_Refresh_Rate,Affluence_Index
4.91,7.96,4.75,5.38,51.128,119.922,2.0,160.35025833,0.0,3.0,1,0,53.8,4.0,0,0.2205,0.0,0.0,0.3354,0.0014,11.3923,0.0005,0.0,0.0044,0.0,0.0,0.0253,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.01878034238991568,0.015244761601745373,0.01386138613861386,0.09756103827148864,0.00819672131147541,0.0,0.027329192546583853,0.0,0.0,0.1324607329842932,15.0,1,1,0,0,0,9.236327360316187,1,1281,1281,0.44041563410286505,0.7010891488503428,1.3418537798150882,0.9025762511104533,7.127083333333334,0,0,1,0,0,3.0,1,1325,1325,1801,1813,0.07299270072992702,320.70051666
4.87,4.13,3.25,1.5,12.21,1.735,2.0,44.981041667,0.0,4.0,0,1,130.73333333,25.0,0,0.023,0.0003,0.06,0.7146,0.3081,3.8808,0.0049,0.0019,0.0,0.0,0.0,0.0,6,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0.009500206526228832,0.06295480574398732,0.04484063455101149,0.08781878663076192,0.01163895486935867,0.008225108225108226,0.0,0.0,0.0,0.0,5.0,1,1,0,0,0,6.121672649574665,0,20,26,0.345429423314668,0.12440843252545533,2.221753138540162,2.3813933908650813,0.9454237288135593,0,0,1,0,0,1.0,0,6,14,687,691,0.18977732794002475,44.981041667
1.87,0.43,0.0,0.13,66.89699999999999,62.481,2.0,80.251358333,0.0,3.0,0,1,61.233333333,13.0,1,16.4316,0.1618,1.35,0.4609,8.4147,5.4166,0.0,0.0,0.1736,0.1534,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,1,0,1,1,0.09216169071910528,0.027206186175550436,0.2863019291619883,0.025468189448046602,0.0,0.0,0.0180626365622724,0.007215088659987771,0.0,0.0,12.0,1,1,0,0,0,2.300406513613808,0,23,24,0.053475935828877004,0.48292999636726214,2.9222077357670577,6.412213740458014,37.71953352769679,1,0,0,0,0,2.0,0,21,24,939,932,0.20889126941729455,160.502716666
0.39,0.78,0.5,0.88,1.243,32.616,2.0,21.967175,0.0,3.0,0,1,54.033333333,4.0,0,6.3297,0.0,0.0,0.1674,0.0317,2.3991,0.0028,0.0008,0.0,0.0078,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.22817129879961068,0.05040650406504065,0.011823946288698246,0.1389896298012861,0.010727969348659003,0.013114754098360657,0.0,0.0034046268005237888,0.0,0.0,0.0,0,0,0,0,0,5.591641011331553,0,4,397,0.5409643277146218,0.9632604843473125,3.0760034158838607,2.711803041274439,9.53774647887324,0,0,0,1,0,1.0,0,397,409,687,691,0.07268322228996174,43.93435
4.22,5.0,1.38,1.38,49.786,28.338,2.0,57.745958333,0.0,3.0,1,1,96.266666667,12.0,0,13.5551,1.3599,108.48,0.7909,0.447,13.5318,0.0742,0.0323,0.019,0.0,0.0,0.0,4,1,0,0,1.0,1,0.0,0,0,1,0,0,0,0.05321756814585942,0.021485425552144742,0.16672883252517717,0.1037070531341728,0.006863379890851911,0.007355955363242997,0.013094417643004825,0.0,0.0,0.0,4.0,2,1,0,0,1,9.409662539378882,0,272,276,0.23036474417828234,0.3627264,6.226873441058455,7.011952191235061,6.018798151001542,0,0,0,1,0,2.0,0,278,280,380,379,0.12337217272061902,115.491916666
0.39,3.57,0.13,4.5,0.0,0.0,2.0,36.2801,0.0,3.0,0,0,73.666666667,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1,1,0,0,0,0.0,0,45,90,0.538936095914329,0.0,2.167381974248927,1.7220902612826603,0.0,0,0,1,0,0,3.0,0,45,83,922,763,0.10714285714237883,72.5602
10.74,9.26,4.5,4.75,0.0,0.0,2.0,29.124891667,0.0,3.0,0,1,123.13333333,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1,0,0,0,0,0.0,0,22,23,0.3162285050083758,0.0,2.941602919854007,2.7828342881850614,0.0,0,1,0,0,0,1.0,0,20,22,936,945,0.12083780881097846,58.249783334
9.09,14.87,4.13,5.75,67.34899999999999,28.764,2.0,81.178775,1.0,3.0,1,0,83.766666667,25.0,1,7.7399,0.0007,0.03,2.439,13.2788,7.1106,2.114,0.0276,0.0143,0.1443,0.0,0.0,6,1,0,0,1.0,1,0.0,0,0,1,0,0,0,0.05466764608245456,0.031153006092654326,0.42572536949761147,0.025243449149924917,0.19681593892561214,0.007928756104567653,0.02972972972972973,0.005692083152538361,0.0,0.0,44.0,2,1,0,1,0,0.0,1,1281,1281,0.29195354747200136,0.2992696173294213,1.8002170193230667,1.8522416759437306,2.75869690011481,0,0,0,1,0,3.0,1,1325,1325,1801,1813,0.29492725127685837,162.35755
3.96,3.3,2.88,1.88,14.147,39.316,1.0,171.79768333,0.0,3.0,1,0,82.93333333300001,25.0,1,4.2429,0.0006,0.06,1.721,5.3584,0.4875,0.2087,0.0,0.0113,0.0107,0.0755,0.0,4,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0.06929333180905098,0.09393592052835543,1.5218403862539052,0.038443340430565416,0.011938676277100851,0.0,0.014656290531776911,0.040996168582375474,0.029948433161443872,0.0,9.0,1,1,0,0,0,0.0,1,2741,2741,0.39597371266949505,0.7353733353284454,4.662305467566451,7.526360008401595,4.106221198156682,0,0,0,0,0,3.0,1,2907,2907,2741,2907,0.2978554408272353,343.59536666
0.17,0.43,0.0,0.0,0.0,0.0,2.0,10.457525,0.0,3.0,0,0,139.13333333,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,54,54,0.0,0.0,1.0033277870216306,0.0,0.0,0,1,0,0,0,1.0,0,52,52,87,86,0.02140818268366813,20.91505
0.22,0.13,0.5,0.13,117.592,53.842,1.0,133.35365,1.0,2.0,0,0,116.26666667,25.0,0,0.0651,0.0,0.0,0.0,88.0716,0.2693,0.0035,0.0,0.0,0.0,0.0675,0.0,2,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0.023159018143009608,0.0,2.55643087283388,0.033242809529687695,0.010903426791277258,0.0,0.0,0.0,0.03477588871715611,0.0,0.0,0,0,0,0,0,0.0,1,2741,2741,0.6422018348623854,0.31406655583748944,0.27920227920227925,62.85419968304278,86.58282828282829,0,0,0,0,0,4.0,1,2907,2907,2741,2907,0.21318931210309297,400.06094999999993
3.3,3.22,2.5,2.5,61.912,61.065,1.0,85.181241667,0.0,3.0,1,0,118.03333333,25.0,1,0.4403,0.0,0.0,0.1017,1.6225,5.1443,1.9481,0.4297,0.0266,0.0,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,1,1,0,0,0.017085095650149394,0.022848798022916197,0.6619747042023664,0.03387951870706858,0.05192025798885957,0.03312774651144862,0.027394438722966014,0.0,0.0,0.0,46.0,1,1,0,0,0,0.7372582828972801,1,947,958,0.4339901050256055,0.4965522288539413,2.167152277258089,1.4885022995400918,9.82244408945687,0,0,1,0,0,3.0,1,957,970,1435,1428,0.21002520303024433,170.362483334
0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.5949666667,0.0,3.0,0,1,156.2,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,297,298,0.0,0.0,9.780219780219781,0.0,0.0,0,0,1,0,0,1.0,0,293,294,394,388,0.050890585241730284,1.1899333334
13.87,14.22,7.63,10.88,1.277,3.756,2.0,54.793791667,0.0,3.0,1,0,158.63333333,19.0,0,0.016,0.0,0.0,0.0179,0.0289,0.1317,0.0047,0.0,0.0,0.0,0.0,0.0,3,1,0,0,4.0,1,0.0,0,0,0,0,0,0,0.008117706747843735,0.013249444855662472,0.009727364523729383,0.011471126208518423,0.03587786259541985,0.0,0.0,0.0,0.0,0.0,48.0,2,1,1,0,0,2.1076329675070373,0,65,96,0.3972017767859059,0.7461263408820024,1.881634687266384,1.7940683917670572,0.10573529411764704,0,0,1,0,0,3.0,0,66,97,880,876,0.11902276049528132,109.587583334
2.26,1.52,2.5,2.0,33.413000000000004,24.38300000000001,2.0,68.333083333,0.0,3.0,0,1,169.63333333,24.0,0,0.2397,8.4659,34.81,0.1878,0.8285,3.4929,9.4283,0.14,0.0051,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.029371400563656416,0.01267976503949767,0.5709855272226052,0.0490155905754901,0.46101902107476406,0.012151722940716954,0.017525773195876292,0.0,0.0,0.0,103.0,1,1,0,0,0,0.0,1,1281,1281,0.5434126313247193,0.4218731076007406,2.7783655117693735,1.8418129304598976,6.2280172413793125,0,0,1,0,0,3.0,1,1325,1325,1801,1813,0.14065247118852614,136.666166666
10.7,7.96,0.75,1.0,67.73,12.179,2.0,189.56778333,1.0,3.0,1,0,166.36666667,15.0,1,8.1655,4.7456,53.42,1.9048,1.3462,6.648,0.0897,0.0724,0.1169,0.0012,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.04735792043892565,0.05373050125525373,0.1159417793471708,0.057137454770478976,0.04794227685729557,0.009082925605319283,0.011842771755647859,0.007453416149068322,0.0,0.0,67.0,3,1,1,0,1,0.0,0,309,313,0.08573808240654548,0.15240896008009008,3.0028937355983065,2.790976584808681,3.732321345165811,0,0,0,1,0,4.0,0,317,321,533,529,0.08962358095818315,379.13556666
8.96,7.61,5.88,4.88,0.01,0.0,2.0,70.556808333,0.0,3.0,0,1,84.7,21.0,0,0.0,0.0,0.0,0.0067,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.1098360655737705,0.0,0.0032786885245901644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.46875163087360044,1,947,958,0.3936921444513556,0.0,1.821736769054372,2.086701979369947,0.0003529827038475115,0,0,0,1,0,2.0,1,957,970,1435,1428,0.24504084014002334,141.113616666
4.87,6.43,1.13,4.0,37.562,26.159,2.0,178.87971667,1.0,2.0,1,1,172.1,7.0,0,10.297,0.0098,0.06,0.097,1.843,7.1101,0.0212,0.0003,0.0,0.0027,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.12109701167809388,0.02635153490899212,0.5340481019994204,0.043636040039032535,0.019255222524977293,0.009677419354838708,0.0,0.026732673267326732,0.0,0.0,55.0,1,0,0,0,1,14.541928782654141,1,2741,2741,0.3122147160854482,0.41051756065409123,2.0722059994690736,2.8933931007600857,3.655823293172691,0,0,0,1,0,4.0,1,2907,2907,2741,2907,0.040439052570768345,536.63915001
6.61,10.09,1.38,3.25,335.68300000000005,168.768,1.0,0.0,0.0,2.0,1,1,163.7,25.0,1,50.6301,0.6959,1.39,4.1901,126.4099,2.3806,0.102,0.0,0.0139,0.0,0.096,0.2912,4,0,0,1,0.0,0,0.0,0,0,1,0,1,1,0.25035775919616676,0.06796483430925696,1.305739017260435,0.024526843943499445,0.025881755899517887,0.0,0.022749590834697218,0.0,0.013350020859407593,0.0699831771208844,26.0,3,1,0,0,1,6.885250394143821,1,2741,2741,0.21705499038957385,0.3345571035499909,2.7492365726603194,2.4472036277261924,22.59072995969548,0,0,0,0,0,3.0,1,2907,2907,2741,2907,0.1517911353976928,0.0
6.57,4.78,3.75,1.25,0.0,0.0,2.0,66.37285,0.0,3.0,1,0,105.83333333,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,3,1,0,1,1,0.0,0,52,87,0.30579169469757195,0.0,2.7690952339000967,1.8622275544891023,0.0,0,0,0,1,0,3.0,0,36,60,922,763,0.19656786272064175,132.7457
5.61,2.74,4.0,2.75,0.0,0.0,1.0,17.457591667,0.0,4.0,1,1,153.2,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,53.0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2,1,1,0,0,0.0,1,2741,2741,0.4469902655453281,0.0,1.6210034726380071,1.4319360094800768,0.0,0,0,1,0,0,2.0,1,2907,2907,2741,2907,0.14915693904020752,17.457591667
1.09,0.43,0.13,0.75,2.814,1.682,2.0,8.5831583333,0.0,3.0,1,0,191.16666667,3.0,0,0.0279,0.0,0.0,0.0643,0.0885,0.4787,0.0029,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.008555657773689053,0.006732279342477227,0.01566094496549283,0.013602909834900971,0.009034267912772585,0.0,0.0,0.0,0.0,0.0,77.0,3,1,1,0,0,10.814602493029652,1,1281,1281,0.36651395251978347,0.3740271291972425,3.318211702827088,1.0476730987514187,1.3223529411764707,0,0,0,0,1,2.0,0,11,114,1801,1813,0.015611448395219229,17.1663166666
9.65,16.52,1.75,3.63,1.66,2.33,1.0,61.371641667,0.0,3.0,0,1,154.03333333,25.0,0,0.0059,0.0,0.0,0.2196,0.0024,1.2863,0.0012,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.00829817158931083,0.016969322308940576,0.009195402298850573,0.02514219815875374,0.01188118811881188,0.0,0.0,0.0,0.0,0.0,9.0,1,0,1,0,0,0.0,0,12,22,0.1705175747202941,0.5838135805562515,2.4023919605670394,2.2060955212785727,0.12258064516129034,0,0,0,1,0,2.0,0,12,23,627,647,0.16125564395100528,122.743283334
3.43,6.39,1.75,1.25,29.042,54.607,2.0,59.19415,0.0,3.0,1,0,174.93333333,9.0,1,20.4907,3.2186,11.87,0.0319,0.1844,0.9837,0.0087,0.0021,0.0084,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.41029815181914664,0.008370506428758856,0.02827787149210244,0.025306783977772637,0.022250639386189257,0.007216494845360825,0.017463617463617465,0.0,0.0,0.0,11.0,2,1,0,1,0,10.951914651186714,1,947,958,0.23399110833788317,0.6528033472803346,3.0729049994908872,5.843052315894702,6.0527496382054995,0,0,0,1,0,3.0,1,957,970,1435,1428,0.05115574081188245,118.3883
1.04,1.65,0.5,1.13,7.684,6.311,2.0,65.81706666699999,0.0,3.0,0,1,106.5,25.0,0,0.2437,0.0,0.0,0.3214,0.1013,3.9221,0.0,0.0089,0.0,0.0249,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.014444905459071778,0.018652428762114794,0.010463795062493545,0.02522559026504846,0.0,0.008891108891108892,0.0,0.0038009464203938325,0.0,0.0,0.0,0,0,0,0,0,7.2919328900922995,1,2741,2741,0.3772274936357324,0.45091454701343237,5.148643626904497,11.25935009196812,2.630639097744361,0,0,0,1,0,2.0,1,2907,2907,2741,2907,0.23255813953488372,131.63413333399998
0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.798341667,0.0,3.0,0,1,131.96666667,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,1,0,0,0,5.920545300372934,1,1281,1281,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0,1,1325,1325,1801,1813,0.18801704687420365,173.596683334
9.26,5.0,9.88,5.0,0.0,0.0,1.0,28.395183333,0.0,3.0,0,1,54.6,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,9,29,0.5106207748532995,0.0,6.141715167239326,5.038975875277199,0.0,0,0,1,0,0,1.0,0,10,27,1801,1813,0.39568345323741005,56.790366666
4.57,5.91,1.75,4.63,3.605,1.027,2.0,34.028275,0.0,3.0,1,0,86.566666667,9.0,0,0.0,0.0,0.0,0.121,0.1933,0.1356,0.0187,0.4338,0.0,0.0,0.0,0.0,4,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0.0,0.06681391496410823,0.16649440137812233,0.01765395130842338,0.009836927932667019,0.14171839268213005,0.0,0.0,0.0,0.0,30.0,3,1,0,1,0,0.0,0,1,4,0.3783879959670245,0.22167062378588387,3.320580097318958,4.013164080865067,0.25935050391937287,0,0,1,0,0,3.0,0,1,5,922,763,0.10277883517281013,68.05655
1.26,2.17,1.25,1.25,82.501,66.325,2.0,27.374925,1.0,3.0,1,0,188.36666667,21.0,0,31.8059,14.8992,78.19,0.1717,0.5886,10.3058,0.035,0.0006,0.0106,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,1,0,0,0.13069968892669437,0.023453080180303235,0.018543839198512966,0.06098070425618783,0.011434171839268214,0.009836065573770491,0.02350332594235033,0.0,0.0,0.0,20.0,3,1,0,0,0,0.0,0,329,331,0.4215140785702242,0.4456516626687361,2.6878461090061214,5.118352658936426,21.47561327561328,1,0,0,0,0,2.0,0,336,338,692,683,0.11089596901758676,54.74985
2.87,2.96,4.5,1.38,28.641,9.543,1.0,86.404141667,0.0,3.0,0,0,28.866666667,13.0,1,0.381,16.0289,39.32,0.1905,0.1076,0.5789,0.0,0.0025,0.0,0.0002,0.0016,0.0,3,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0.035906135142776366,0.021024169517713277,0.3697594501718213,0.07326920642956587,0.0,0.009578544061302681,0.0,0.0064516129032258064,0.009937888198757764,0.0,5.0,1,1,0,0,0,0.0,0,10,32,0.502092050209205,0.2499148880450439,1.322071685817184,3.8629484781499746,3.0042486231313923,0,0,0,0,0,2.0,0,10,33,380,379,0.43526785713799926,172.808283334
0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.988291667,1.0,3.0,1,0,187.26666667,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,670,676,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,2.0,1,698,702,936,945,0.074362606230978,65.976583334
2.57,3.39,2.75,5.0,79.07,42.858,2.0,96.017358333,0.0,3.0,1,1,158.5,25.0,1,1.0233,0.0009,0.06,2.3518,31.0449,5.3214,0.0109,0.0191,0.0201,0.0111,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.026885788602506504,0.11371790532372708,0.5154305922199532,0.042536830241165134,0.01088911088911089,0.019080919080919082,0.022308546059933407,0.1099009900990099,0.0,0.0,104.0,2,0,0,1,1,34.60332832574247,1,2741,2741,0.5652395886514477,0.3514996432349974,3.9572219426270756,4.337891884918075,8.288783140720598,0,0,0,1,0,3.0,0,45,83,2741,763,0.15673981191222572,192.034716666
4.22,7.26,3.75,4.13,0.0,0.0,2.0,106.81476667,0.0,3.0,0,1,30.666666667,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,3,4,0.4070037704664015,0.0,2.021688006271231,2.461616546123588,0.0,0,0,0,1,0,2.0,0,1,5,922,763,0.7894736842022161,213.62953334
0.83,1.17,0.63,0.5,7.819,99.045,2.0,34.734408333000005,0.0,3.0,0,0,63.0,9.0,0,0.0208,0.0,0.0,0.799,24.2248,5.6523,0.0083,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.009493382017343678,0.02593229690694882,0.3721110274803766,0.07712133822706743,0.009869203329369799,0.0,0.0,0.0,0.0,0.0,16.0,1,1,0,0,0,0.2765525815617705,1,947,958,0.36090705844778026,0.9268235624385907,6.154922538730634,6.078691423519011,25.87506053268765,0,0,0,1,0,1.0,1,957,970,1435,1428,0.140625,69.46881666600001
1.22,0.52,1.0,1.0,0.0,0.0,1.0,70.742,0.0,4.0,1,0,179.36666667,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,8.0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,37,37,0.5346164127238706,0.0,1.9058012636415858,0.8150924537731135,0.0,0,0,1,0,0,2.0,0,23,23,922,763,0.13860654222623162,70.742
0.7,0.91,1.88,0.5,0.0,0.0,2.0,21.21495,0.0,3.0,1,0,138.16666667,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,1,0,0,0,0.0,1,670,676,0.5963417689802055,0.0,1.8739913097455,1.5741285174296515,0.0,0,0,0,1,0,1.0,1,698,702,936,945,0.05029940119640001,42.4299
4.87,10.22,2.5,4.38,0.0,0.0,1.0,34.18295,0.0,4.0,0,0,44.266666667,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,0,1,0,0,0.0,0,365,394,0.3131400482454144,0.0,1.6649658736995558,2.5798575788402847,0.0,0,0,0,1,0,1.0,0,366,393,709,697,0.5522827687735472,34.18295
2.35,1.48,1.88,1.25,125.786,268.872,2.0,61.985841667,0.0,3.0,1,0,59.666666667,4.0,1,17.3565,11.2796,112.39,0.4063,17.2229,5.6856,0.0886,0.0215,0.0558,0.0654,0.0,0.0034,3,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.14863707598633222,0.01768751904575334,0.2808646303876323,0.04145201624368443,0.014311096753351637,0.022848034006376194,0.03668639053254438,0.4062111801242236,0.0,0.03366336633663366,9.0,1,1,0,0,0,1.6721172553049133,1,947,958,0.4496480390748455,0.6812767477746612,1.1717567214826416,1.3388693708080488,49.58015075376885,0,0,0,0,1,3.0,1,957,970,1435,1428,0.06593406593370366,123.971683334
1.48,0.48,0.88,0.63,0.0,0.0,2.0,10.388591667,0.0,4.0,0,1,135.33333333,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,1,0,0.0,1,1281,1281,0.4350331316623452,0.0,6.7689954105048455,0.9265387160820651,0.0,0,0,0,1,0,1.0,1,1325,1325,1801,1813,0.13202933985652884,10.388591667
4.13,3.13,3.25,4.13,0.0,0.0,2.0,35.457591667,0.0,3.0,1,0,153.06666667,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2,1,0,1,0,0.0,1,1281,1281,0.5040639300594222,0.0,2.312353670293348,1.8967619563744749,0.0,0,0,1,0,0,3.0,1,1325,1325,1801,1813,0.06490696667968614,70.915183334
4.78,7.57,2.13,3.25,13.812,31.054,2.0,56.882825,0.0,3.0,0,1,134.3,15.0,0,0.0836,0.0,0.0,0.0827,3.4707,5.4254,0.0409,0.0,0.0026,0.0,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.025173140620295093,0.019408589532973478,0.9970410801493824,0.07325582965393392,0.03434089000839631,0.0,0.02574257425742574,0.0,0.0,0.0,40.0,3,1,0,1,0,0.0,1,1281,1281,0.3034233827759291,0.6921345309470212,2.0665533155210105,2.0102211484854116,2.395408435664709,0,1,0,0,0,3.0,1,1325,1325,1801,1813,0.11086474501108647,113.76565
3.3,5.52,4.5,5.13,3.135,0.0,2.0,67.026366667,0.0,3.0,1,0,131.66666667,21.0,0,0.1425,0.5986,0.9,0.01,0.0007,0.0451,0.004,0.0,0.0027,1.1609,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.07740358500814774,0.02557544757033248,0.011475409836065573,0.018400652794777643,0.020942408376963352,0.0,0.026732673267326732,1.9000000000000001,0.0,0.0,0.0,0,0,0,0,0,5.104711399421332,1,670,676,0.5219229310064495,0.0,0.8547783697993426,0.7453016301526323,0.16118251928020566,0,0,1,0,0,3.0,1,698,702,936,945,0.15829145728245497,134.052733334
1.57,2.74,0.63,2.63,0.0,0.0,1.0,34.582833333,0.0,4.0,0,0,130.06666667,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,2,15,0.4305904107779685,0.0,5.498724193922523,9.905550444648881,0.0,0,0,1,0,0,1.0,0,2,14,939,932,0.0076297049845465495,34.582833333
